stock_code,company_name,market,bankruptcy,delisted_check,delisted_date
114810,아이원스,K,0,0,
114630,우노앤컴퍼니,K,0,0,
114570,지스마트글로벌,K,0,0,
114450,KPX생명과학,K,0,0,
114190,웰크론강원,K,0,0,
114120,크루셜텍,K,0,0,
114090,GKL,Y,0,0,
113810,디젠스,K,0,0,
112610,씨에스윈드,Y,0,0,
112240,에스에프씨,K,0,0,
112040,위메이드,K,0,0,
111870,삼본전자,K,0,0,
111820,지와이커머스,K,0,0,
111770,영원무역,Y,0,0,
111710,남화산업,K,0,0,
111110,호전실업,Y,0,0,
110990,디아이티,K,0,0,
110790,크리스에프앤씨,K,0,0,
110020,전진바이오팜,K,0,0,
109960,에이프로젠 H&G,K,0,0,
109860,동일금속,K,0,0,
109820,진매트릭스,K,0,0,
109740,디에스케이,K,0,0,
109610,에스와이,K,0,0,
109080,옵티시스,K,0,0,
109070,컨버즈,Y,0,0,
108860,셀바스AI,K,0,0,
108790,인터파크,K,0,0,
108670,LG하우시스,Y,0,0,
108490,로보티즈,K,0,0,
108380,대양전기공업,K,0,0,
108320,실리콘웍스,K,0,0,
108230,톱텍,K,0,0,
107590,미원홀딩스,Y,0,0,
106520,디지탈옵틱,K,0,0,
106240,파인테크닉스,K,0,0,
106190,하이텍팜,K,0,0,
106080,하이소닉,K,0,0,
105840,우진,Y,0,0,
105740,디케이락,K,0,0,
105630,한세실업,Y,0,0,
105560,KB금융,Y,0,0,
105550,트루윈,K,0,0,
105330,케이엔더블유,K,0,0,
104830,원익머트리얼즈,K,0,0,
104700,한국철강,Y,0,0,
104620,노랑풍선,K,0,0,
104540,코렌텍,K,0,0,
104480,티케이케미칼,K,0,0,
104460,동양피엔에프,K,0,0,
104200,NHN벅스,K,0,0,
104040,대성파인텍,K,0,0,
103840,우양,K,0,0,
103590,일진전기,Y,0,0,
103230,에스앤더블류,K,0,0,
103140,풍산,Y,0,0,
103130,웅진에너지,Y,0,0,
102940,코오롱생명과학,K,0,0,
102710,이엔에프테크놀로지,K,0,0,
102460,이연제약,Y,0,0,
102280,쌍방울,Y,0,0,
102260,동성코퍼레이션,Y,0,0,
102210,해덕파워웨이,K,0,0,
102120,어보브반도체,K,0,0,
101930,인화정공,K,0,0,
101730,조이맥스,K,0,0,
101680,한국정밀기계,K,0,0,
101670,코리아에스이,K,0,0,
101530,해태제과식품,Y,0,0,
101490,에스앤에스텍,K,0,0,
101400,엔시트론,K,0,0,
101390,아이엠,K,0,0,
101330,모베이스,K,0,0,
101240,씨큐브,K,0,0,
101170,우림기계,K,0,0,
101160,월덱스,K,0,0,
101140,비티원,Y,0,0,
101060,SBS미디어홀딩스,Y,0,0,
101000,상상인인더스트리,K,0,0,
100840,S&TC,Y,0,0,
100790,미래에셋벤처투자,K,0,0,
100700,세운메디칼,K,0,0,
100660,서암기계공업,K,0,0,
100590,머큐리,K,0,0,
100250,진양홀딩스,Y,0,0,
100220,비상교육,Y,0,0,
100130,동국S&C,K,0,0,
100120,뷰웍스,K,0,0,
100090,삼강엠앤티,K,0,0,
100030,모바일리더,K,0,0,
099750,이지케어텍,K,0,0,
099520,ITX엠투엠,K,0,0,
099440,스맥,K,0,0,
099410,동방선기,K,0,0,
099320,쎄트렉아이,K,0,0,
099220,SDN,K,0,0,
099190,아이센스,K,0,0,
098660,에스티오,K,0,0,
098460,고영,K,0,0,
098120,마이크로컨텍솔,K,0,0,
097950,CJ제일제당,Y,0,0,
097870,효성오앤비,K,0,0,
097800,윈팩,K,0,0,
097780,에스맥,K,0,0,
097520,엠씨넥스,K,0,0,
097230,한진중공업,Y,0,0,
096870,엘디티,K,0,0,
096770,SK이노베이션,Y,0,0,
096760,JW홀딩스,Y,0,0,
096690,제이스테판,K,0,0,
096640,멜파스,K,0,0,
096630,에스코넥,K,0,0,
096610,알에프세미,K,0,0,
096530,씨젠,K,0,0,
096350,대창솔루션,K,0,0,
096240,청담러닝,K,0,0,
096040,이트론,K,0,0,
095910,에스에너지,K,0,0,
095720,웅진씽크빅,Y,0,0,
095700,제넥신,K,0,0,
095660,네오위즈,K,0,0,
095610,테스,K,0,0,
095570,AJ네트웍스,Y,0,0,
095500,미래나노텍,K,0,0,
095340,ISC,K,0,0,
095270,웨이브일렉트로,K,0,0,
095190,이엠코리아,K,0,0,
094970,제이엠티,K,0,0,
094940,푸른기술,K,0,0,
094860,코닉글로리,K,0,0,
094850,참좋은여행,K,0,0,
094840,슈프리마에이치큐,K,0,0,
094820,일진파워,K,0,0,
094480,갤럭시아컴즈,K,0,0,
094360,칩스앤미디어,K,0,0,
094280,효성 ITX,Y,0,0,
094190,이엘케이,K,0,0,
094170,동운아나텍,K,0,0,
093920,서원인텍,K,0,0,
093640,다믈멀티미디어,K,0,0,
093520,매커스,K,0,0,
093380,풍강,K,0,0,
093370,후성,Y,0,0,
093320,케이아이엔엑스,K,0,0,
093240,형지엘리트,Y,0,0,
093230,이아이디,Y,0,0,
093190,빅솔론,K,0,0,
093050,LF,Y,0,0,
092870,엑시콘,K,0,0,
092780,동양피스톤,Y,0,0,
092730,네오팜,K,0,0,
092600,앤씨앤,K,0,0,
092460,한라IMS,K,0,0,
092440,기신정기,Y,0,0,
092300,현우산업,K,0,0,
092230,KPX홀딩스,Y,0,0,
092220,KEC,Y,0,0,
092200,디아이씨,Y,0,0,
092130,이크레더블,K,0,0,
092070,디엔에프,K,0,0,
092040,아미코젠,K,0,0,
091990,셀트리온헬스케어,K,0,0,
091970,나노캠텍,K,0,0,
091810,티웨이항공,Y,0,0,
091700,파트론,K,0,0,
091590,남화토건,K,0,0,
091580,상신이디피,K,0,0,
091440,텔레필드,K,0,0,
091340,S&K폴리텍,K,0,0,
091120,이엠텍,K,0,0,
091090,세원셀론텍,Y,0,0,
090850,이지웰페어,K,0,0,
090740,연이정보통신,K,0,0,
090710,휴림로봇,K,0,0,
090470,제이스텍,K,0,0,
090460,비에이치,K,0,0,
090430,아모레퍼시픽,Y,0,0,
090410,덕신하우징,K,0,0,
090370,메타랩스,Y,0,0,
090360,로보스타,K,0,0,
090350,노루페인트,Y,0,0,
090150,광진윈텍,K,0,0,
090080,평화산업,Y,0,0,
089980,상아프론테크,K,0,0,
089970,에이피티씨,K,0,0,
089890,코세스,K,0,0,
089850,유비벨록스,K,0,0,
089790,제이티,K,0,0,
089600,나스미디어,K,0,0,
089590,제주항공,Y,0,0,
089530,에이티세미콘,K,0,0,
089470,HDC현대EP,Y,0,0,
089230,THE E&M,K,0,0,
089150,케이씨티,K,0,0,
089140,넥스턴,K,0,0,
089030,테크윙,K,0,0,
089010,켐트로닉스,K,0,0,
088910,동우팜투테이블,K,0,0,
088800,에이스테크,K,0,0,
088790,진도,Y,0,0,
088390,이녹스,K,0,0,
088350,한화생명,Y,0,0,
088290,이원컴포텍,K,0,0,
088260,이리츠코크렙,Y,0,0,
088130,동아엘텍,K,0,0,
087730,에스모 머티리얼즈,K,0,0,
087600,픽셀플러스,K,0,0,
087260,모바일어플라이언스,K,0,0,
087010,펩트론,K,0,0,
086980,쇼박스,K,0,0,
086960,한컴MDS,K,0,0,
086900,메디톡스,K,0,0,
086890,이수앱지스,K,0,0,
086820,바이오솔루션,K,0,0,
086790,하나금융지주,Y,0,0,
086670,비엠티,K,0,0,
086520,에코프로,K,0,0,
086450,동국제약,K,0,0,
086390,유니테스트,K,0,0,
086280,현대글로비스,Y,0,0,
086250,화신테크,K,0,0,
086060,진바이오텍,K,0,0,
086040,바이오톡스텍,K,0,0,
085910,네오티스,K,0,0,
085810,알티캐스트,K,0,0,
085670,뉴프렉스,K,0,0,
085660,차바이오텍,K,0,0,
085620,미래에셋생명,Y,0,0,
085370,루트로닉,K,0,0,
085310,엔케이,Y,0,0,
084990,헬릭스미스,K,0,0,
084870,티비에이치글로벌,Y,0,0,
084850,아이티엠반도체,K,0,0,
084730,팅크웨어,K,0,0,
084690,대상홀딩스,Y,0,0,
084680,이월드,Y,0,0,
084670,동양고속,Y,0,0,
084650,랩지노믹스,K,0,0,
084370,유진테크,K,0,0,
084180,수성,K,0,0,
084110,휴온스글로벌,K,0,0,
084010,대한제강,Y,0,0,
083930,아바코,K,0,0,
083790,크리스탈,K,0,0,
083660,CSA 코스믹,K,0,0,
083650,비에이치아이,K,0,0,
083640,인콘,K,0,0,
083550,케이엠,K,0,0,
083500,에프엔에스테크,K,0,0,
083470,KJ프리텍,K,0,0,
083450,GST,K,0,0,
083420,그린케미칼,Y,0,0,
083310,엘오티베큠,K,0,0,
082920,비츠로셀,K,0,0,
082850,우리바이오,K,0,0,
082800,루미마이크로,K,0,0,
082740,HSD엔진,Y,0,0,
082660,나인컴플렉스,K,0,0,
082640,동양생명,Y,0,0,
082270,젬백스,K,0,0,
082210,옵트론텍,K,0,0,
081660,휠라코리아,Y,0,0,
081580,성우전자,K,0,0,
081150,티플랙스,K,0,0,
081000,일진다이아,Y,0,0,
080720,한국유니온제약,K,0,0,
080580,오킨스전자,K,0,0,
080530,코디,K,0,0,
080520,오디텍,K,0,0,
080470,성창오토텍,K,0,0,
080440,에스제이케이,K,0,0,
080420,모다이노칩,K,0,0,
080220,제주반도체,K,0,0,
080160,모두투어,K,0,0,
080010,이상네트웍스,K,0,0,
080000,에스엔유,K,0,0,
079980,휴비스,Y,0,0,
079970,투비소프트,K,0,0,
079960,동양이엔피,K,0,0,
079950,인베니아,K,0,0,
079940,가비아,K,0,0,
079810,디이엔티,K,0,0,
079650,서산,K,0,0,
079550,LIG넥스원,Y,0,0,
079440,오렌지라이프,Y,0,0,
079430,현대리바트,Y,0,0,
079370,제우스,K,0,0,
079190,EMW,K,0,0,
079170,한창산업,K,0,0,
079160,CJ CGV,Y,0,0,
079000,와토스코리아,K,0,0,
078940,코드네이처,K,0,0,
078930,GS,Y,0,0,
078890,가온미디어,K,0,0,
078860,아이오케이,K,0,0,
078650,코렌,K,0,0,
078600,대주전자재료,K,0,0,
078590,두올산업,K,0,0,
078350,한양디지텍,K,0,0,
078340,컴투스,K,0,0,
078160,메디포스트,K,0,0,
078150,HB테크놀러지,K,0,0,
078140,대봉엘에스,K,0,0,
078130,국일제지,K,0,0,
078070,유비쿼스홀딩스,K,0,0,
078020,이베스트투자증권,K,0,0,
078000,텔코웨어,Y,0,0,
077970,STX엔진,Y,0,0,
077500,유니퀘스트,Y,0,0,
077360,덕산하이메탈,K,0,0,
077280,한컴지엠디,K,0,0,
076610,해성옵틱스,K,0,0,
076080,웰크론한텍,K,0,0,
075970,동국알앤에스,K,0,0,
075580,세진중공업,Y,0,0,
075180,새론오토모티브,Y,0,0,
075130,플랜티넷,K,0,0,
074610,나노메딕스,Y,0,0,
074600,원익QnC,K,0,0,
074430,아미노로직스,K,0,0,
073640,삼원테크,K,0,0,
073570,WI,K,0,0,
073560,우리손에프앤지,K,0,0,
073540,에프알텍,K,0,0,
073490,이노와이어리스,K,0,0,
073240,금호타이어,Y,0,0,
073190,듀오백,K,0,0,
073110,엘엠에스,K,0,0,
073070,에스모,K,0,0,
073010,케이에스피,K,0,0,
072990,에이치시티,K,0,0,
072950,빛샘전자,K,0,0,
072870,메가스터디,K,0,0,
072770,율호,K,0,0,
072710,농심홀딩스,Y,0,0,
072520,제넨바이오,K,0,0,
072470,우리산업홀딩스,K,0,0,
072130,유엔젤,Y,0,0,
072020,중앙백신,K,0,0,
071970,STX중공업,Y,0,0,
071950,코아스,Y,0,0,
071850,캐스텍코리아,K,0,0,
071840,롯데하이마트,Y,0,0,
071670,에이테크솔루션,K,0,0,
071460,위니아딤채,K,0,0,
071320,지역난방공사,Y,0,0,
071280,로체시스템즈,K,0,0,
071200,인피니트헬스케어,K,0,0,
071090,하이스틸,Y,0,0,
071050,한국금융지주,Y,0,0,
070960,용평리조트,Y,0,0,
070590,한솔인티큐브,K,0,0,
070300,한솔시큐어,K,0,0,
069960,현대백화점,Y,0,0,
069920,아이에스이커머스,K,0,0,
069730,DSR제강,Y,0,0,
069640,한세엠케이,Y,0,0,
069620,대웅제약,Y,0,0,
069540,라이트론,K,0,0,
069510,에스텍,K,0,0,
069460,대호에이엘,Y,0,0,
069410,엔텔스,K,0,0,
069330,유아이디,K,0,0,
069260,휴켐스,Y,0,0,
069140,누리플랜,K,0,0,
069110,코스온,K,0,0,
069080,웹젠,K,0,0,
068940,아이씨케이,K,0,0,
068930,디지털대성,K,0,0,
068790,DMS,K,0,0,
068760,셀트리온제약,K,0,0,
068400,AJ렌터카,Y,0,0,
068330,일신바이오,K,0,0,
068290,삼성출판사,Y,0,0,
068240,다원시스,K,0,0,
068050,팬엔터테인먼트,K,0,0,
067990,도이치모터스,K,0,0,
067920,이글루시큐리티,K,0,0,
067900,와이엔텍,K,0,0,
067830,세이브존I&C,Y,0,0,
067770,세진티에스,K,0,0,
067730,로지시스,K,0,0,
067630,에이치엘비생명과학,K,0,0,
067570,엔브이에이치코리아,K,0,0,
067390,아스트,K,0,0,
067310,하나마이크론,K,0,0,
067290,JW신약,K,0,0,
067280,멀티캠퍼스,K,0,0,
067170,오텍,K,0,0,
067160,아프리카TV,K,0,0,
067080,대화제약,K,0,0,
067010,이씨에스,K,0,0,
067000,조이시티,K,0,0,
066980,브레인콘텐츠,K,0,0,
066970,엘앤에프,K,0,0,
066910,손오공,K,0,0,
066900,디에이피,K,0,0,
066790,씨씨에스,K,0,0,
066700,테라젠이텍스,K,0,0,
066670,디스플레이텍,K,0,0,
066620,국보디자인,K,0,0,
066590,우수AMS,K,0,0,
066570,LG전자,Y,0,0,
066430,와이오엠,K,0,0,
066410,버킷스튜디오,K,0,0,
066360,체리부로,K,0,0,
066310,큐에스아이,K,0,0,
066130,하츠,K,0,0,
066110,한프,K,0,0,
065950,웰크론,K,0,0,
065940,바이오빌,K,0,0,
065770,CS,K,0,0,
065710,서호전기,K,0,0,
065690,파커스,K,0,0,
065680,우주일렉트로,K,0,0,
065660,안트로젠,K,0,0,
065650,메디프론,K,0,0,
065620,제낙스,K,0,0,
065570,삼영이엔씨,K,0,0,
065560,녹원씨엔아이,K,0,0,
065530,전파기지국,K,0,0,
065510,휴비츠,K,0,0,
065500,오리엔트정공,K,0,0,
065450,빅텍,K,0,0,
065440,이루온,K,0,0,
065420,에스아이리소스,K,0,0,
065350,신성델타테크,K,0,0,
065170,넥스트BT,K,0,0,
065150,MP그룹,K,0,0,
065130,탑엔지니어링,K,0,0,
065060,지엔코,K,0,0,
064960,S&T모티브,Y,0,0,
064820,케이프,K,0,0,
064800,필링크,K,0,0,
064760,티씨케이,K,0,0,
064550,바이오니아,K,0,0,
064520,바른전자,K,0,0,
064510,에코마이스터,K,0,0,
064480,브리지텍,K,0,0,
064350,현대로템,Y,0,0,
064290,인텍플러스,K,0,0,
064260,다날,K,0,0,
064240,홈캐스트,K,0,0,
064090,에프앤리퍼블릭,K,0,0,
063760,이엘피,K,0,0,
063570,한국전자금융,K,0,0,
063440,SM Life Design,K,0,0,
063170,서울옥션,K,0,0,
063160,종근당바이오,Y,0,0,
063080,게임빌,K,0,0,
062860,티엘아이,K,0,0,
061970,엘비세미콘,K,0,0,
061250,화일약품,K,0,0,
061040,알에프텍,K,0,0,
060980,한라홀딩스,Y,0,0,
060900,케이알피앤이,K,0,0,
060720,KH바텍,K,0,0,
060590,씨티씨바이오,K,0,0,
060570,드림어스컴퍼니,K,0,0,
060560,홈센타홀딩스,K,0,0,
060540,에스에이티,K,0,0,
060480,국일신동,K,0,0,
060380,동양에스텍,K,0,0,
060370,KT서브마린,K,0,0,
060310,3S,K,0,0,
060300,레드로버,K,0,0,
060280,큐렉소,K,0,0,
060260,뉴보텍,K,0,0,
060250,NHN한국사이버결제,K,0,0,
060240,룽투코리아,K,0,0,
060230,이그잭스,K,0,0,
060150,인선이엔티,K,0,0,
059210,메타바이오메드,K,0,0,
059120,아진엑스텍,K,0,0,
059100,아이컴포넌트,K,0,0,
059090,미코,K,0,0,
058860,KTis,Y,0,0,
058850,KTcs,Y,0,0,
058820,CMG제약,K,0,0,
058730,다스코,Y,0,0,
058650,세아홀딩스,Y,0,0,
058630,엠게임,K,0,0,
058610,에스피지,K,0,0,
058530,슈펙스비앤피,K,0,0,
058470,리노공업,K,0,0,
058450,일야,K,0,0,
058430,포스코강판,Y,0,0,
058420,제이웨이,K,0,0,
058400,KNN,K,0,0,
058220,아리온,K,0,0,
058110,멕아이씨에스,K,0,0,
057880,필로시스헬스케어,K,0,0,
057680,옴니텔,K,0,0,
057540,옴니시스템,K,0,0,
057500,SKC 솔믹스,K,0,0,
057050,현대홈쇼핑,Y,0,0,
057030,YBM넷,K,0,0,
056730,포스링크,K,0,0,
056700,신화인터텍,K,0,0,
056360,코위버,K,0,0,
056190,에스에프에이,K,0,0,
056090,유앤아이,K,0,0,
056080,유진로봇,K,0,0,
056000,신스타임즈,K,0,0,
055550,신한지주,Y,0,0,
055490,테이팩스,Y,0,0,
054950,제이브이엠,K,0,0,
054940,엑사이엔씨,K,0,0,
054930,유신,K,0,0,
054920,한컴위드,K,0,0,
054800,아이디스홀딩스,K,0,0,
054780,키이스트,K,0,0,
054670,대한뉴팜,K,0,0,
054630,에이디칩스,K,0,0,
054620,APS홀딩스,K,0,0,
054540,삼영엠텍,K,0,0,
054450,텔레칩스,K,0,0,
054410,케이피티유,K,0,0,
054340,피앤텔,K,0,0,
054300,팬스타엔터프라이즈,K,0,0,
054220,비츠로시스,K,0,0,
054210,이랜텍,K,0,0,
054180,중앙오션,K,0,0,
054090,삼진엘앤디,K,0,0,
054050,농우바이오,K,0,0,
054040,한국컴퓨터,K,0,0,
053980,오상자이엘,K,0,0,
053950,경남제약,K,0,0,
053800,안랩,K,0,0,
053700,삼보모터스,K,0,0,
053690,한미글로벌,Y,0,0,
053660,현진소재,K,0,0,
053620,태양,K,0,0,
053610,프로텍,K,0,0,
053590,한국테크놀로지,K,0,0,
053580,웹케시,K,0,0,
053450,세코닉스,K,0,0,
053350,이니텍,K,0,0,
053300,한국정보인증,K,0,0,
053290,NE능률,K,0,0,
053280,예스24,K,0,0,
053270,구영테크,K,0,0,
053260,금강철강,K,0,0,
053210,케이티스카이라이프,Y,0,0,
053160,프리엠스,K,0,0,
053110,소리바다,K,0,0,
053060,세동,K,0,0,
053050,지에스이,K,0,0,
053030,바이넥스,K,0,0,
052900,KMH하이텍,K,0,0,
052860,아이앤씨,K,0,0,
052790,액토즈소프트,K,0,0,
052770,와이디온라인,K,0,0,
052710,아모텍,K,0,0,
052690,한전기술,Y,0,0,
052670,제일바이오,K,0,0,
052600,한네트,K,0,0,
052460,아이크래프트,K,0,0,
052420,오성첨단소재,K,0,0,
052400,코나아이,K,0,0,
052330,코텍,K,0,0,
052300,W홀딩컴퍼니,K,0,0,
052260,SK바이오랜드,K,0,0,
052220,iMBC,K,0,0,
052190,이에스에이,K,0,0,
052020,에스티큐브,K,0,0,
051980,센트럴바이오,K,0,0,
051910,LG화학,Y,0,0,
051900,LG생활건강,Y,0,0,
051780,큐로홀딩스,K,0,0,
051630,진양화학,Y,0,0,
051600,한전KPS,Y,0,0,
051500,CJ프레시웨이,K,0,0,
051490,나라엠앤디,K,0,0,
051390,YW,K,0,0,
051380,피씨디렉트,K,0,0,
051370,인터플렉스,K,0,0,
051360,토비스,K,0,0,
051160,지어소프트,K,0,0,
050960,수산아이앤티,K,0,0,
050890,쏠리드,K,0,0,
050860,아세아텍,K,0,0,
050760,에스폴리텍,K,0,0,
050540,한국코퍼레이션,K,0,0,
050320,에이앤티앤,K,0,0,
050120,라이브플렉스,K,0,0,
050110,캠시스,K,0,0,
050090,휘닉스소재,K,0,0,
049960,쎌바이오텍,K,0,0,
049950,미래컴퍼니,K,0,0,
049830,승일,K,0,0,
049770,동원F&B,Y,0,0,
049720,고려신용정보,K,0,0,
049630,재영솔루텍,K,0,0,
049550,잉크테크,K,0,0,
049520,유아이엘,K,0,0,
049480,오픈베이스,K,0,0,
049470,SGA,K,0,0,
049430,코메론,K,0,0,
049180,셀루메드,K,0,0,
049120,파인디앤씨,K,0,0,
049080,기가레인,K,0,0,
049070,인탑스,K,0,0,
048910,대원미디어,K,0,0,
048870,시너지이노베이션,K,0,0,
048830,엔피케이,K,0,0,
048770,TPC,K,0,0,
048550,SM C&C,K,0,0,
048530,인트론바이오,K,0,0,
048470,대동스틸,K,0,0,
048430,유라테크,K,0,0,
048410,현대바이오,K,0,0,
048260,오스템임플란트,K,0,0,
047920,씨트리,K,0,0,
047820,초록뱀,K,0,0,
047810,한국항공우주,Y,0,0,
047770,코데즈컴바인,K,0,0,
047560,이스트소프트,K,0,0,
047400,유니온머티리얼,Y,0,0,
047310,파워로직스,K,0,0,
047080,한빛소프트,K,0,0,
047050,포스코인터내셔널,Y,0,0,
047040,대우건설,Y,0,0,
046970,우리로,K,0,0,
046940,우원개발,K,0,0,
046890,서울반도체,K,0,0,
046440,KG모빌리언스,K,0,0,
046390,삼화네트웍스,K,0,0,
046310,백금T&A,K,0,0,
046210,파나진,K,0,0,
046140,SBS콘텐츠허브,K,0,0,
046120,오르비텍,K,0,0,
046110,한일네트웍스,K,0,0,
046070,코다코,K,0,0,
045970,코아시아,K,0,0,
045890,GV,K,0,0,
045660,에이텍,K,0,0,
045520,크린앤사이언스,K,0,0,
045510,정원엔시스,K,0,0,
045390,대아티아이,K,0,0,
045340,토탈소프트,K,0,0,
045300,성우테크론,K,0,0,
045100,한양이엔지,K,0,0,
045060,오공,K,0,0,
044960,이글벳,K,0,0,
044780,에이치케이,K,0,0,
044490,태웅,K,0,0,
044480,바이오제네틱스,K,0,0,
044450,KSS해운,Y,0,0,
044380,주연테크,Y,0,0,
044340,위닉스,K,0,0,
044180,KD,K,0,0,
044060,조광ILI,K,0,0,
043910,자연과환경,K,0,0,
043710,서울리거,K,0,0,
043650,국순당,K,0,0,
043610,지니뮤직,K,0,0,
043590,크로바하이텍,K,0,0,
043370,평화정공,K,0,0,
043360,디지아이,K,0,0,
043340,에쎈테크,K,0,0,
043290,케이맥,K,0,0,
043260,성호전자,K,0,0,
043220,에이치엘비파워,K,0,0,
043200,파루,K,0,0,
043150,바텍,K,0,0,
043100,솔고바이오,K,0,0,
043090,큐브앤컴퍼니,K,0,0,
042940,상지카일룸,K,0,0,
042700,한미반도체,Y,0,0,
042670,두산인프라코어,Y,0,0,
042660,대우조선해양,Y,0,0,
042600,새로닉스,K,0,0,
042520,한스바이오메드,K,0,0,
042510,라온시큐어,K,0,0,
042500,링네트,K,0,0,
042420,네오위즈홀딩스,K,0,0,
042370,비츠로테크,K,0,0,
042110,에스씨디,K,0,0,
042040,케이피엠테크,K,0,0,
042000,카페24,K,0,0,
041960,코미팜,K,0,0,
041930,동아화성,K,0,0,
041920,메디아나,K,0,0,
041910,에스텍파마,K,0,0,
041830,인바디,K,0,0,
041590,젬백스지오,K,0,0,
041520,이라이콤,K,0,0,
041510,에스엠,K,0,0,
041460,한국전자인증,K,0,0,
041440,에버다임,K,0,0,
041190,우리기술투자,K,0,0,
041140,넥슨지티,K,0,0,
041020,인프라웨어,K,0,0,
040910,아이씨디,K,0,0,
040610,SG&G,K,0,0,
040420,정상제이엘에스,K,0,0,
040350,큐로컴,K,0,0,
040300,YTN,K,0,0,
040160,누리텔레콤,K,0,0,
039980,리노스,K,0,0,
039860,나노엔텍,K,0,0,
039840,디오,K,0,0,
039830,오로라,K,0,0,
039740,한국정보공학,K,0,0,
039670,한류타임즈,K,0,0,
039610,화성밸브,K,0,0,
039570,HDC아이콘트롤스,Y,0,0,
039560,다산네트웍스,K,0,0,
039440,에스티아이,K,0,0,
039420,케이엘넷,K,0,0,
039340,한국경제TV,K,0,0,
039310,세중,K,0,0,
039290,인포뱅크,K,0,0,
039240,경남스틸,K,0,0,
039230,에이아이비트,K,0,0,
039200,오스코텍,K,0,0,
039030,이오테크닉스,K,0,0,
039020,이건홀딩스,K,0,0,
039010,현대통신,K,0,0,
038950,파인디지털,K,0,0,
038880,아이에이,K,0,0,
038870,에코바이오,K,0,0,
038680,에스넷,K,0,0,
038620,위즈코프,K,0,0,
038540,상상인,K,0,0,
038530,골드퍼시픽,K,0,0,
038500,삼표시멘트,K,0,0,
038460,바이오스마트,K,0,0,
038390,레드캡투어,K,0,0,
038340,UCI,K,0,0,
038290,마크로젠,K,0,0,
038160,팍스넷,K,0,0,
038110,에코플라스틱,K,0,0,
038070,서린바이오,K,0,0,
038060,루멘스,K,0,0,
038010,제일테크노스,K,0,0,
037950,엘컴텍,K,0,0,
037760,쎄니트,K,0,0,
037710,광주신세계,Y,0,0,
037560,CJ헬로,Y,0,0,
037460,삼지전자,K,0,0,
037440,희림,K,0,0,
037400,우리조명,K,0,0,
037370,EG,K,0,0,
037350,성도이엔지,K,0,0,
037330,인지디스플레,K,0,0,
037270,YG PLUS,Y,0,0,
037230,한국팩키지,K,0,0,
