stock_code,company_name,market,bankruptcy,delisted_check,delisted_date
037070,파세코,K,0,0,
036930,주성엔지니어링,K,0,0,
036890,진성티이씨,K,0,0,
036830,솔브레인,K,0,0,
036810,에프에스티,K,0,0,
036800,나이스정보통신,K,0,0,
036710,심텍홀딩스,K,0,0,
036690,코맥스,K,0,0,
036670,KCI,K,0,0,
036640,HRS,K,0,0,
036630,세종텔레콤,K,0,0,
036620,버추얼텍,K,0,0,
036580,팜스코,Y,0,0,
036560,영풍정밀,K,0,0,
036540,SFA반도체,K,0,0,
036490,SK머티리얼즈,K,0,0,
036480,대성미생물,K,0,0,
036460,한국가스공사,Y,0,0,
036260,이매진아시아,K,0,0,
036200,유니셈,K,0,0,
036190,금화피에스시,K,0,0,
036180,영인프런티어,K,0,0,
036170,씨티젠,K,0,0,
036120,SCI평가정보,K,0,0,
036090,위지트,K,0,0,
036030,KTH,K,0,0,
036010,아비코전자,K,0,0,
036000,예림당,K,0,0,
035900,JYP Ent.,K,0,0,
035890,서희건설,K,0,0,
035810,이지바이오,K,0,0,
035760,CJ ENM,K,0,0,
035620,바른손이앤에이,K,0,0,
035610,솔본,K,0,0,
035600,KG이니시스,K,0,0,
035460,기산텔레콤,K,0,0,
035290,더블유에프엠,K,0,0,
035200,프럼파스트,K,0,0,
035150,백산,Y,0,0,
035080,인터파크홀딩스,K,0,0,
035000,지투알,Y,0,0,
034950,한국기업평가,K,0,0,
034940,조아제약,K,0,0,
034810,해성산업,K,0,0,
034730,SK,Y,0,0,
034590,인천도시가스,Y,0,0,
034310,NICE,Y,0,0,
034230,파라다이스,K,0,0,
034220,LG디스플레이,Y,0,0,
034020,두산중공업,Y,0,0,
033830,티비씨,K,0,0,
033790,스카이문스테크놀로지,K,0,0,
033780,케이티앤지,Y,0,0,
033660,아주캐피탈,Y,0,0,
033640,네패스,K,0,0,
033600,럭슬,K,0,0,
033560,블루콤,K,0,0,
033540,파라텍,K,0,0,
033500,동성화인텍,K,0,0,
033430,디에스티,K,0,0,
033340,좋은사람들,K,0,0,
033320,제이씨현시스템,K,0,0,
033310,디케이디앤아이,K,0,0,
033290,코웰패션,K,0,0,
033250,체시스,Y,0,0,
033240,자화전자,Y,0,0,
033230,인성정보,K,0,0,
033200,모아텍,K,0,0,
033170,시그네틱스,K,0,0,
033160,엠케이전자,K,0,0,
033130,디지틀조선,K,0,0,
033110,코너스톤네트웍스,K,0,0,
033100,제룡전기,K,0,0,
033050,제이엠아이,K,0,0,
032980,바이온,K,0,0,
032960,동일기연,K,0,0,
032940,원익,K,0,0,
032860,글로스퍼랩스,K,0,0,
032850,비트컴퓨터,K,0,0,
032830,삼성생명,Y,0,0,
032820,우리기술,K,0,0,
032800,판타지오,K,0,0,
032790,엠젠플러스,K,0,0,
032750,삼진,K,0,0,
032680,소프트센,K,0,0,
032620,유비케어,K,0,0,
032580,피델릭스,K,0,0,
032540,TJ미디어,K,0,0,
032500,케이엠더블유,K,0,0,
032350,롯데관광개발,Y,0,0,
032280,삼일,K,0,0,
032190,다우데이타,K,0,0,
032080,아즈텍WB,K,0,0,
031980,피에스케이홀딩스,K,0,0,
031860,엔에스엔,K,0,0,
031820,콤텍시스템,Y,0,0,
031510,오스템,K,0,0,
031430,신세계인터내셔날,Y,0,0,
031390,녹십자셀,K,0,0,
031330,에스에이엠티,K,0,0,
031310,아이즈비전,K,0,0,
030960,양지사,K,0,0,
030720,동원수산,Y,0,0,
030530,원익홀딩스,K,0,0,
030520,한글과컴퓨터,K,0,0,
030350,드래곤플라이,K,0,0,
030270,에스마크,K,0,0,
030210,KTB투자증권,Y,0,0,
030200,케이티,Y,0,0,
030190,NICE평가정보,K,0,0,
030000,제일기획,Y,0,0,
029960,코엔텍,K,0,0,
029780,삼성카드,Y,0,0,
029530,신도리코,Y,0,0,
029480,바른테크놀로지,K,0,0,
029460,케이씨,Y,0,0,
028670,팬오션,Y,0,0,
028300,에이치엘비,K,0,0,
028260,삼성물산,Y,0,0,
028150,GS홈쇼핑,K,0,0,
028100,동아지질,Y,0,0,
028080,휴맥스홀딩스,K,0,0,
028050,삼성엔지니어링,Y,0,0,
028040,미래SCI,K,0,0,
027970,세하,Y,0,0,
027830,대성창투,K,0,0,
027710,팜스토리,K,0,0,
027580,상보,K,0,0,
027410,BGF,Y,0,0,
027390,한화갤러리아타임월드,Y,0,0,
027360,아주IB투자,K,0,0,
027050,코리아나,K,0,0,
027040,서울전자통신,K,0,0,
026910,광진실업,K,0,0,
026890,디피씨,Y,0,0,
026150,특수건설,K,0,0,
026040,제이에스티나,K,0,0,
025980,아난티,K,0,0,
025950,동신건설,K,0,0,
025900,동화기업,K,0,0,
025890,한국주강,Y,0,0,
025880,케이씨피드,K,0,0,
025870,신라에스지,K,0,0,
025860,남해화학,Y,0,0,
025820,이구산업,Y,0,0,
025770,한국정보통신,K,0,0,
025750,한솔홈데코,Y,0,0,
025620,제이준코스메틱,Y,0,0,
025560,미래산업,Y,0,0,
025550,한국선재,K,0,0,
025540,한국단자공업,Y,0,0,
025530,에스제이엠홀딩스,Y,0,0,
025440,대성엘텍,K,0,0,
025320,시노펙스,K,0,0,
025000,KPX케미칼,Y,0,0,
024950,삼천리자전거,K,0,0,
024940,PN풍년,K,0,0,
024910,경창산업,K,0,0,
024900,덕양산업,Y,0,0,
024890,대원화성,Y,0,0,
024880,케이피에프,K,0,0,
024850,피에스엠씨,K,0,0,
024840,KBI메탈,K,0,0,
024830,세원물산,K,0,0,
024810,이화전기,K,0,0,
024800,유성티엔에스,K,0,0,
024740,한일단조,K,0,0,
024120,KB오토시스,K,0,0,
024090,디씨엠,Y,0,0,
024070,WISCOM,Y,0,0,
024060,흥구석유,K,0,0,
023960,에쓰씨엔지니어링,Y,0,0,
023910,대한약품,K,0,0,
023900,풍국주정,K,0,0,
023890,한국아트라스비엑스,K,0,0,
023800,인지컨트롤스,Y,0,0,
023790,동일철강,K,0,0,
023770,플레이위드,K,0,0,
023760,한국캐피탈,K,0,0,
023600,삼보판지,K,0,0,
023590,다우기술,Y,0,0,
023530,롯데쇼핑,Y,0,0,
023460,CNH,K,0,0,
023450,동남합성,Y,0,0,
023440,제일제강,K,0,0,
023410,유진기업,K,0,0,
023350,한국종합기술,Y,0,0,
023160,태광,K,0,0,
023150,MH에탄올,Y,0,0,
023000,삼원강재,Y,0,0,
022100,포스코 ICT,K,0,0,
021880,메이슨캐피탈,K,0,0,
021820,세원정공,Y,0,0,
021650,한국큐빅,K,0,0,
021320,KCC건설,K,0,0,
021080,에이티넘인베스트,K,0,0,
021050,서원,Y,0,0,
021040,대호피앤씨,K,0,0,
020760,일진디스플,Y,0,0,
020710,시공테크,K,0,0,
020400,대동금속,K,0,0,
020180,대신정보통신,K,0,0,
020150,일진머티리얼즈,Y,0,0,
020120,키다리스튜디오,Y,0,0,
020000,한섬,Y,0,0,
019990,에너토크,K,0,0,
019770,서연탑메탈,K,0,0,
019680,대교,Y,0,0,
019660,글로본,K,0,0,
019590,엠벤처투자,K,0,0,
019570,리더스 기술투자,K,0,0,
019550,SBI인베스트먼트,K,0,0,
019540,일지테크,K,0,0,
019490,하이트론씨스템즈,Y,0,0,
019440,세아특수강,Y,0,0,
019210,와이지-원,K,0,0,
019180,티에이치엔,Y,0,0,
019170,신풍제약,Y,0,0,
019010,베뉴지,K,0,0,
018880,한온시스템,Y,0,0,
018700,바른손,K,0,0,
018680,서울제약,K,0,0,
018670,SK가스,Y,0,0,
018620,우진비앤지,K,0,0,
018500,동원금속,Y,0,0,
018470,조일알미늄,Y,0,0,
018310,삼목에스폼,K,0,0,
018290,브이티지엠피,K,0,0,
018260,삼성에스디에스,Y,0,0,
018250,애경산업,Y,0,0,
018120,진로발효,K,0,0,
018000,유니슨,K,0,0,
017960,한국카본,Y,0,0,
017940,E1,Y,0,0,
017900,광전자,Y,0,0,
017890,한국알콜,K,0,0,
017810,풀무원,Y,0,0,
017800,현대엘리베이터,Y,0,0,
017670,SK텔레콤,Y,0,0,
017650,대림제지,K,0,0,
017550,수산중공업,Y,0,0,
017510,세명전기,K,0,0,
017480,삼현철강,K,0,0,
017390,서울도시가스,Y,0,0,
017250,인터엠,K,0,0,
017180,명문제약,Y,0,0,
017040,광명전기,Y,0,0,
017000,신원종합개발,K,0,0,
016920,카스,K,0,0,
016880,웅진,Y,0,0,
016800,퍼시스,Y,0,0,
016790,현대사료,K,0,0,
016740,두올,Y,0,0,
016710,대성홀딩스,Y,0,0,
016670,포비스티앤씨,K,0,0,
016610,DB금융투자,Y,0,0,
016600,큐캐피탈,K,0,0,
016590,신대양제지,Y,0,0,
016580,환인제약,Y,0,0,
016380,동부제철,Y,0,0,
016360,삼성증권,Y,0,0,
016250,이테크건설,K,0,0,
016100,리더스코스메틱,K,0,0,
016090,대현,Y,0,0,
015890,태경산업,Y,0,0,
015860,일진홀딩스,Y,0,0,
015760,한국전력공사,Y,0,0,
015750,성우하이텍,K,0,0,
015710,코콤,K,0,0,
015590,큐로,Y,0,0,
015540,메디파트너생명공학,Y,0,0,
015360,예스코홀딩스,Y,0,0,
015350,부산도시가스,Y,0,0,
015260,에이엔피,Y,0,0,
015230,대창단조,Y,0,0,
015020,이스타코,Y,0,0,
014990,인디에프,Y,0,0,
014970,삼륭물산,K,0,0,
014940,오리엔탈정공,K,0,0,
014910,성문전자,Y,0,0,
014830,유니드,Y,0,0,
014820,동원시스템즈,Y,0,0,
014790,한라,Y,0,0,
014710,사조씨푸드,Y,0,0,
014680,한솔케미칼,Y,0,0,
014620,성광벤드,K,0,0,
014580,백광소재,Y,0,0,
014570,고려제약,K,0,0,
014530,극동유화,Y,0,0,
014470,부방,K,0,0,
014440,영보화학,Y,0,0,
014280,금강공업,Y,0,0,
014200,광림,K,0,0,
014190,원익큐브,K,0,0,
014160,대영포장,Y,0,0,
014130,한익스프레스,Y,0,0,
014100,보령메디앙스,K,0,0,
013990,아가방컴퍼니,K,0,0,
013870,지엠비코리아,Y,0,0,
013810,스페코,K,0,0,
013720,청보산업,K,0,0,
013700,까뮤이앤씨,Y,0,0,
013580,계룡건설산업,Y,0,0,
013570,디와이,Y,0,0,
013520,화승알앤에이,Y,0,0,
013360,일성건설,Y,0,0,
013120,동원개발,K,0,0,
013030,하이록코리아,K,0,0,
013000,세우글로벌,Y,0,0,
012860,모베이스전자,K,0,0,
012800,대창,Y,0,0,
012790,신일제약,K,0,0,
012750,에스원,Y,0,0,
012700,리드코프,K,0,0,
012690,모나리자,Y,0,0,
012630,HDC,Y,0,0,
012620,원일특강,K,0,0,
012610,경인양행,Y,0,0,
012600,청호컴넷,Y,0,0,
012510,더존비즈온,Y,0,0,
012450,한화에어로스페이스,Y,0,0,
012340,뉴인텍,K,0,0,
012330,현대모비스,Y,0,0,
012320,경동인베스트,Y,0,0,
012280,영화금속,Y,0,0,
012200,계양전기,Y,0,0,
012170,키위미디어그룹,Y,0,0,
012160,영흥철강,Y,0,0,
012030,DB,Y,0,0,
011930,신성이엔지,Y,0,0,
011810,STX,Y,0,0,
011790,SKC,Y,0,0,
011780,금호석유화학,Y,0,0,
011760,현대종합상사,Y,0,0,
011700,한신기계공업,Y,0,0,
011690,유양디앤유,Y,0,0,
011560,세보엠이씨,K,0,0,
011500,한농화성,Y,0,0,
011420,갤럭시아에스엠,Y,0,0,
011390,부산산업,Y,0,0,
011370,서한,K,0,0,
011330,유니켐,Y,0,0,
011320,유니크,K,0,0,
011300,성안,Y,0,0,
011280,태림포장,Y,0,0,
011230,삼화전자공업,Y,0,0,
011210,현대위아,Y,0,0,
011200,현대상선,Y,0,0,
011170,롯데케미칼,Y,0,0,
011160,두산건설,Y,0,0,
011150,CJ씨푸드,Y,0,0,
011090,에넥스,Y,0,0,
011080,형지I&C,K,0,0,
011070,LG이노텍,Y,0,0,
011040,경동제약,K,0,0,
011000,진원생명과학,Y,0,0,
010950,S-Oil,Y,0,0,
010820,퍼스텍,Y,0,0,
010780,아이에스동서,Y,0,0,
010770,평화홀딩스,Y,0,0,
010690,화신,Y,0,0,
010660,화천기계,Y,0,0,
010640,진양폴리우레탄,Y,0,0,
010620,현대미포조선,Y,0,0,
010600,웰바이오텍,Y,0,0,
010580,지코,Y,0,0,
010470,오리콤,K,0,0,
010420,한솔피엔에스,Y,0,0,
010400,우진아이엔에스,Y,0,0,
010280,쌍용정보통신,K,0,0,
010240,흥국,K,0,0,
010170,대한광통신,K,0,0,
010140,삼성중공업,Y,0,0,
010130,고려아연,Y,0,0,
010120,LS산전,Y,0,0,
010100,한국프랜지공업,Y,0,0,
010060,OCI,Y,0,0,
010050,우리종금,Y,0,0,
009970,영원무역홀딩스,Y,0,0,
009830,한화케미칼,Y,0,0,
009810,엔케이물산,Y,0,0,
009780,엠에스씨,K,0,0,
009770,삼정펄프,Y,0,0,
009730,코센,K,0,0,
009680,모토닉,Y,0,0,
009620,삼보산업,K,0,0,
009580,무림P&P,Y,0,0,
009540,한국조선해양,Y,0,0,
009520,포스코엠텍,K,0,0,
009470,삼화전기,Y,0,0,
009460,한창제지,Y,0,0,
009450,경동나비엔,Y,0,0,
009440,KC그린홀딩스,Y,0,0,
009420,한올바이오파마,Y,0,0,
009410,태영건설,Y,0,0,
009320,대우부품,Y,0,0,
009310,참엔지니어링,Y,0,0,
009300,삼아제약,K,0,0,
009290,광동제약,Y,0,0,
009270,신원,Y,0,0,
009240,한샘,Y,0,0,
009200,무림페이퍼,Y,0,0,
009190,대양금속,Y,0,0,
009180,한솔로지스틱스,Y,0,0,
009160,SIMPAC,Y,0,0,
009150,삼성전기,Y,0,0,
009140,경인전자,Y,0,0,
009070,케이씨티시,Y,0,0,
008970,동양철관,Y,0,0,
008930,한미사이언스,Y,0,0,
008870,금비,Y,0,0,
008830,대동기어,K,0,0,
008800,행남사,K,0,0,
008770,호텔신라,Y,0,0,
008730,율촌화학,Y,0,0,
008700,아남전자,Y,0,0,
008600,윌비스,Y,0,0,
008560,메리츠종금증권,Y,0,0,
008500,일정실업,Y,0,0,
008490,서흥,Y,0,0,
008470,부스타,K,0,0,
008420,문배철강,Y,0,0,
008370,원풍,K,0,0,
008350,남선알미늄,Y,0,0,
008290,원풍물산,K,0,0,
008260,NI스틸,Y,0,0,
008250,이건산업,Y,0,0,
008110,대동전자,Y,0,0,
008060,대덕전자,Y,0,0,
008040,사조동아원,Y,0,0,
007980,태평양물산,Y,0,0,
007860,서연,Y,0,0,
007820,에스엠코어,K,0,0,
007810,코리아써키트,Y,0,0,
007770,한일화학,K,0,0,
007720,대명코퍼레이션,K,0,0,
007700,F&F,Y,0,0,
007690,국도화학,Y,0,0,
007680,대원,K,0,0,
007630,폴루스바이오팜,Y,0,0,
007610,선도전기,Y,0,0,
007590,동방아그로,Y,0,0,
007570,일양약품,Y,0,0,
007540,샘표,Y,0,0,
007530,영신금속,K,0,0,
007460,에이프로젠 KIC,Y,0,0,
007390,네이처셀,K,0,0,
007370,진양제약,K,0,0,
007340,디티알오토모티브,Y,0,0,
007330,푸른저축은행,K,0,0,
007310,오뚜기,Y,0,0,
007280,한국특수형강,Y,0,0,
007210,벽산,Y,0,0,
007160,사조산업,Y,0,0,
007120,미래아이앤지,Y,0,0,
007110,일신석재,Y,0,0,
007070,GS리테일,Y,0,0,
006980,우성사료,Y,0,0,
006920,모헨즈,K,0,0,
006910,보성파워텍,K,0,0,
006880,신송홀딩스,Y,0,0,
006840,AK홀딩스,Y,0,0,
006800,미래에셋대우,Y,0,0,
006740,영풍제지,Y,0,0,
006730,서부T&D,K,0,0,
006660,삼성공조,Y,0,0,
006650,대한유화,Y,0,0,
006620,동구바이오제약,K,0,0,
006580,대양제지,K,0,0,
006570,대림통상,Y,0,0,
006490,인스코비,Y,0,0,
006400,삼성SDI,Y,0,0,
006390,한일현대시멘트,Y,0,0,
006380,카프로,Y,0,0,
006370,대구백화점,Y,0,0,
006360,GS건설,Y,0,0,
006340,대원전선,Y,0,0,
006280,녹십자,Y,0,0,
006260,LS,Y,0,0,
006220,제주은행,Y,0,0,
006200,한국전자홀딩스,Y,0,0,
006140,피제이전자,K,0,0,
006120,SK디스커버리,Y,0,0,
006110,삼아알미늄,Y,0,0,
006090,사조오양,Y,0,0,
006060,화승인더스트리,Y,0,0,
006050,국영지앤엠,K,0,0,
006040,동원산업,Y,0,0,
005990,매일홀딩스,K,0,0,
005960,동부건설,Y,0,0,
005950,이수화학,Y,0,0,
005940,NH투자증권,Y,0,0,
005930,삼성전자,Y,0,0,
005880,대한해운,Y,0,0,
005870,휴니드테크놀러지스,Y,0,0,
005860,한일사료,K,0,0,
005850,에스엘,Y,0,0,
005830,DB손해보험,Y,0,0,
005820,원림,Y,0,0,
005810,풍산홀딩스,Y,0,0,
005800,신영와코루,Y,0,0,
005750,대림비앤코,Y,0,0,
005740,크라운해태홀딩스,Y,0,0,
005720,넥센,Y,0,0,
005710,대원산업,K,0,0,
005690,파미셀,Y,0,0,
005680,삼영전자공업,Y,0,0,
005670,푸드웰,K,0,0,
005610,SPC삼립,Y,0,0,
005500,삼진제약,Y,0,0,
005490,포스코,Y,0,0,
005450,신한,Y,0,0,
005440,현대그린푸드,Y,0,0,
005430,한국공항,Y,0,0,
005420,코스모화학,Y,0,0,
005390,신성통상,Y,0,0,
005380,현대자동차,Y,0,0,
005360,모나미,Y,0,0,
005320,국동,Y,0,0,
005300,롯데칠성음료,Y,0,0,
005290,동진쎄미켐,K,0,0,
005250,녹십자홀딩스,Y,0,0,
005190,동성화학,Y,0,0,
005180,빙그레,Y,0,0,
005160,동국산업,K,0,0,
005110,한창,Y,0,0,
005090,삼광글라스,Y,0,0,
005070,코스모신소재,Y,0,0,
005030,부산주공,Y,0,0,
005010,휴스틸,Y,0,0,
004990,롯데지주,Y,0,0,
004980,성신양회,Y,0,0,
004970,신라교역,Y,0,0,
004960,한신공영,Y,0,0,
004920,씨아이테크,Y,0,0,
004910,조광페인트,Y,0,0,
004890,동일산업,Y,0,0,
004870,티웨이홀딩스,Y,0,0,
004840,DRB동일,Y,0,0,
004830,덕성,Y,0,0,
004800,효성,Y,0,0,
004780,대륙제관,K,0,0,
004770,써니전자,Y,0,0,
004720,우리들제약,Y,0,0,
004710,한솔테크닉스,Y,0,0,
004700,조광피혁,Y,0,0,
004690,삼천리,Y,0,0,
004650,창해에탄올,K,0,0,
004590,한국가구,K,0,0,
004560,현대비앤지스틸,Y,0,0,
004540,깨끗한나라,Y,0,0,
004490,세방전지,Y,0,0,
004450,삼화왕관,Y,0,0,
004440,대림씨엔에스,Y,0,0,
004430,송원산업,Y,0,0,
004410,서울식품공업,Y,0,0,
004380,삼익THK,Y,0,0,
004370,농심,Y,0,0,
004360,세방,Y,0,0,
004310,현대약품,Y,0,0,
004270,남성,Y,0,0,
004250,엔피씨,Y,0,0,
004200,고려개발,Y,0,0,
004170,신세계,Y,0,0,
004150,한솔홀딩스,Y,0,0,
004140,동방,Y,0,0,
004100,태양금속공업,Y,0,0,
004090,한국석유공업,Y,0,0,
004080,신흥,Y,0,0,
004060,SG세계물산,Y,0,0,
004020,현대제철,Y,0,0,
004000,롯데정밀화학,Y,0,0,
003960,사조대림,Y,0,0,
003920,남양유업,Y,0,0,
003850,보령제약,Y,0,0,
003830,대한화섬,Y,0,0,
003800,에이스침대,K,0,0,
003780,진양산업,Y,0,0,
003720,삼영화학공업,Y,0,0,
003690,코리안리,Y,0,0,
003680,한성기업,Y,0,0,
003650,미창석유공업,Y,0,0,
003620,쌍용자동차,Y,0,0,
003610,방림,Y,0,0,
003580,넥스트사이언스,Y,0,0,
003570,S&T중공업,Y,0,0,
003560,아이에이치큐,Y,0,0,
003550,LG,Y,0,0,
003540,대신증권,Y,0,0,
003530,한화투자증권,Y,0,0,
003520,영진약품,Y,0,0,
003490,대한항공,Y,0,0,
003480,한진중공업홀딩스,Y,0,0,
003470,유안타증권,Y,0,0,
003460,유화증권,Y,0,0,
003410,쌍용양회공업,Y,0,0,
003350,한국화장품제조,Y,0,0,
003310,대주산업,K,0,0,
003300,한일홀딩스,Y,0,0,
003280,흥아해운,Y,0,0,
003240,태광산업,Y,0,0,
003230,삼양식품,Y,0,0,
003220,대원제약,Y,0,0,
003200,일신방직,Y,0,0,
003160,디아이,Y,0,0,
003120,일성신약,Y,0,0,
003100,선광,K,0,0,
003090,대웅,Y,0,0,
003080,성보화학,Y,0,0,
003070,코오롱글로벌,Y,0,0,
003060,에이프로젠제약,Y,0,0,
003030,세아제강지주,Y,0,0,
003010,혜인,Y,0,0,
003000,부광약품,Y,0,0,
002990,금호산업,Y,0,0,
002960,한국쉘석유,Y,0,0,
002920,유성기업,Y,0,0,
002900,동양물산기업,Y,0,0,
002880,대유에이텍,Y,0,0,
002870,신풍제지,Y,0,0,
002840,미원상사,Y,0,0,
002820,선창산업,Y,0,0,
002810,삼영무역,Y,0,0,
002800,신신제약,K,0,0,
002790,아모레퍼시픽그룹,Y,0,0,
002780,진흥기업,Y,0,0,
002760,보락,Y,0,0,
002720,국제약품,Y,0,0,
002710,TCC스틸,Y,0,0,
002700,신일산업,Y,0,0,
002690,동일제강,Y,0,0,
002680,한탑,K,0,0,
002630,오리엔트바이오,Y,0,0,
002620,제일파마홀딩스,Y,0,0,
002600,조흥,Y,0,0,
002460,화성산업,Y,0,0,
002450,삼익악기,Y,0,0,
002420,세기상사,Y,0,0,
002410,범양건영,Y,0,0,
002390,한독,Y,0,0,
002380,케이씨씨,Y,0,0,
002360,SH에너지화학,Y,0,0,
002350,넥센타이어,Y,0,0,
002320,한진,Y,0,0,
002310,아세아제지,Y,0,0,
002300,한국제지,Y,0,0,
002290,삼일기업공사,K,0,0,
002270,롯데푸드,Y,0,0,
002240,고려제강,Y,0,0,
002230,피에스텍,K,0,0,
002220,한일철강,Y,0,0,
002210,동성제약,Y,0,0,
002200,한국수출포장공업,Y,0,0,
002170,삼양통상,Y,0,0,
002150,도화엔지니어링,Y,0,0,
002140,고려산업,Y,0,0,
002100,경농,Y,0,0,
002070,남영비비안,Y,0,0,
002030,아세아,Y,0,0,
002020,코오롱,Y,0,0,
001940,KISCO홀딩스,Y,0,0,
001880,삼호,Y,0,0,
001840,이화공영,K,0,0,
001820,삼화콘덴서공업,Y,0,0,
001810,무림SP,K,0,0,
001800,오리온홀딩스,Y,0,0,
001790,대한제당,Y,0,0,
001770,신화실업,Y,0,0,
001750,한양증권,Y,0,0,
001740,SK네트웍스,Y,0,0,
001720,신영증권,Y,0,0,
001680,대상,Y,0,0,
001630,종근당홀딩스,Y,0,0,
001620,케이비아이동국실업,Y,0,0,
001570,금양,Y,0,0,
001560,제일연마,Y,0,0,
001550,조비,Y,0,0,
001540,안국약품,K,0,0,
001530,디아이동일,Y,0,0,
001520,동양,Y,0,0,
001510,SK증권,Y,0,0,
001500,현대차증권,Y,0,0,
001470,삼부토건,Y,0,0,
001460,BYC,Y,0,0,
001450,현대해상,Y,0,0,
001440,대한전선,Y,0,0,
001430,세아베스틸,Y,0,0,
001420,태원물산,Y,0,0,
001390,KG케미칼,Y,0,0,
001380,SG충방,Y,0,0,
001360,삼성제약,Y,0,0,
001340,백광산업,Y,0,0,
001290,상상인증권,Y,0,0,
001270,부국증권,Y,0,0,
001260,남광토건,Y,0,0,
001250,GS글로벌,Y,0,0,
001230,동국제강,Y,0,0,
001210,금호전기,Y,0,0,
001200,유진증권,Y,0,0,
001140,카리스국보,Y,0,0,
001130,대한제분,Y,0,0,
001120,LG상사,Y,0,0,
001080,만호제강,Y,0,0,
001070,대한방직,Y,0,0,
001060,JW중외제약,Y,0,0,
001040,CJ,Y,0,0,
001020,페이퍼코리아,Y,0,0,
001000,신라섬유,K,0,0,
000990,DB하이텍,Y,0,0,
000970,한국주철관공업,Y,0,0,
000950,전방,Y,0,0,
000910,유니온,Y,0,0,
000890,보해양조,Y,0,0,
000880,한화,Y,0,0,
000860,강남제비스코,Y,0,0,
000850,화천기공,Y,0,0,
000810,삼성화재해상보험,Y,0,0,
000760,이화산업,Y,0,0,
000720,현대건설,Y,0,0,
000700,유수홀딩스,Y,0,0,
000680,LS네트웍스,Y,0,0,
000670,영풍,Y,0,0,
000660,SK하이닉스,Y,0,0,
000650,천일고속,Y,0,0,
000640,동아쏘시오홀딩스,Y,0,0,
000590,CS홀딩스,Y,0,0,
000540,흥국화재,Y,0,0,
000520,삼일제약,Y,0,0,
000500,가온전선,Y,0,0,
000490,대동공업,Y,0,0,
000480,조선내화,Y,0,0,
000440,중앙에너비스,K,0,0,
000430,대원강업,Y,0,0,
000400,롯데손해보험,Y,0,0,
000390,삼화페인트공업,Y,0,0,
000370,한화손해보험,Y,0,0,
000320,노루홀딩스,Y,0,0,
000300,대유플러스,Y,0,0,
000270,기아자동차,Y,0,0,
000250,삼천당제약,K,0,0,
000240,한국테크놀로지그룹,Y,0,0,
000230,일동홀딩스,Y,0,0,
000220,유유제약,Y,0,0,
000210,대림산업,Y,0,0,
000180,성창기업지주,Y,0,0,
000150,두산,Y,0,0,
000140,하이트진로홀딩스,Y,0,0,
000120,CJ대한통운,Y,0,0,
000100,유한양행,Y,0,0,
000070,삼양홀딩스,Y,0,0,
000060,메리츠화재,Y,0,0,
000050,경방,Y,0,0,
000040,KR모터스,Y,0,0,
000020,동화약품,Y,0,0,